produto,sigla_uf,data_coleta,preco_medio,preco_minimo,preco_maximo
Gasolina,RJ,2022-10-27,5.2280000000000000000000,4.790000000000000000,5.480000000000000000
Gasolina,SP,2022-04-27,6.9996024464831804281346,6.370000000000000000,7.890000000000000000
Gasolina,SP,2022-06-06,6.8594021739130434782609,6.280000000000000000,7.990000000000000000
Gasolina,RJ,2022-03-04,7.4607142857142857142857,6.890000000000000000,7.790000000000000000
Gasolina,RJ,2022-08-01,5.7902564102564102564103,5.350000000000000000,6.990000000000000000
Gasolina,SP,2022-03-01,6.2642711864406779661017,5.570000000000000000,6.890000000000000000
Gasolina,SP,2022-09-26,4.6902597402597402597403,4.150000000000000000,6.990000000000000000
Gasolina,RJ,2022-04-18,7.8770731707317073170732,7.350000000000000000,8.380000000000000000
Gasolina,RJ,2022-05-16,7.8701075268817204301075,7.440000000000000000,8.390000000000000000
Gasolina,RJ,2022-07-14,5.9321311475409836065574,5.690000000000000000,6.290000000000000000
Gasolina,RJ,2022-09-07,5.0650793650793650793651,4.750000000000000000,6.790000000000000000
Gasolina,RJ,2022-12-07,5.1327160493827160493827,4.870000000000000000,5.740000000000000000
Gasolina,RJ,2022-01-05,7.2009708737864077669903,6.790000000000000000,7.890000000000000000
Gasolina,RJ,2022-01-18,7.3313333333333333333333,6.840000000000000000,7.790000000000000000
Gasolina,RJ,2022-06-07,7.8628682170542635658915,7.090000000000000000,8.490000000000000000
Gasolina,RJ,2022-08-08,5.7630252100840336134454,5.250000000000000000,6.490000000000000000
Gasolina,RJ,2022-12-12,5.1165137614678899082569,4.710000000000000000,5.690000000000000000
Gasolina,SP,2022-02-11,6.1460000000000000000000,5.990000000000000000,6.290000000000000000
Gasolina,RJ,2022-08-03,5.7683733333333333333333,5.390000000000000000,7.390000000000000000
Gasolina,RJ,2022-11-16,5.0675000000000000000000,4.740000000000000000,5.440000000000000000
Gasolina,RJ,2022-02-23,7.1955737704918032786885,6.690000000000000000,7.590000000000000000
Gasolina,RJ,2022-06-06,7.7755932203389830508475,7.340000000000000000,8.440000000000000000
Gasolina,RJ,2022-12-14,4.9917021276595744680851,4.690000000000000000,5.390000000000000000
Gasolina,SP,2022-09-13,4.8095978021978021978022,4.340000000000000000,6.990000000000000000
Gasolina,RJ,2022-05-06,8.2200000000000000000000,8.190000000000000000,8.280000000000000000
Gasolina,RJ,2022-08-15,5.5991111111111111111111,5.240000000000000000,6.090000000000000000
Gasolina,SP,2022-10-03,4.7033522727272727272727,4.150000000000000000,6.990000000000000000
Gasolina,SP,2022-10-14,4.6950000000000000000000,4.390000000000000000,4.990000000000000000
Gasolina,RJ,2022-12-15,4.9005555555555555555556,4.780000000000000000,5.090000000000000000
Gasolina,RJ,2022-06-28,7.6655813953488372093023,6.990000000000000000,8.380000000000000000
Gasolina,SP,2022-06-09,6.8485665529010238907850,6.180000000000000000,7.890000000000000000
Gasolina,SP,2022-06-20,6.9709090909090909090909,5.990000000000000000,8.890000000000000000
Gasolina,RJ,2022-06-15,7.7837333333333333333333,7.190000000000000000,8.990000000000000000
Gasolina,SP,2022-01-05,6.2701348314606741573034,5.780000000000000000,6.890000000000000000
Gasolina,SP,2022-04-22,7.1900000000000000000000,7.190000000000000000,7.190000000000000000
Gasolina,SP,2022-05-09,6.9374321880650994575045,6.360000000000000000,8.590000000000000000
Gasolina,RJ,2022-04-13,7.7880000000000000000000,7.190000000000000000,8.340000000000000000
Gasolina,SP,2022-02-21,6.2801968503937007874016,5.790000000000000000,7.590000000000000000
Gasolina,SP,2022-03-23,6.8846134020618556701031,6.250000000000000000,8.190000000000000000
Gasolina,RJ,2022-09-01,5.3212195121951219512195,4.850000000000000000,5.980000000000000000
Gasolina,SP,2022-01-31,6.3677096774193548387097,5.780000000000000000,6.990000000000000000
Gasolina,SP,2022-02-10,6.2851056338028169014085,5.570000000000000000,6.790000000000000000
Gasolina,SP,2022-12-29,4.8060126582278481012658,4.290000000000000000,5.490000000000000000
Gasolina,SP,2022-10-24,4.8390657439446366782007,4.270000000000000000,6.990000000000000000
Gasolina,RJ,2022-06-17,7.8771428571428571428571,7.490000000000000000,8.310000000000000000
Gasolina,RJ,2022-08-22,5.5729347826086956521739,4.990000000000000000,6.190000000000000000
Gasolina,SP,2022-08-30,5.0704096385542168674699,4.460000000000000000,6.990000000000000000
Gasolina,SP,2022-02-09,6.3481422018348623853211,5.780000000000000000,7.590000000000000000
Gasolina,SP,2022-08-16,5.3340983606557377049180,4.500000000000000000,6.990000000000000000
Gasolina,SP,2022-12-01,4.9818518518518518518519,4.390000000000000000,6.990000000000000000
Gasolina,RJ,2022-11-03,5.0438095238095238095238,4.790000000000000000,5.690000000000000000
Gasolina,RJ,2022-01-07,6.9800000000000000000000,6.980000000000000000,6.980000000000000000
Gasolina,SP,2022-08-31,4.9946062052505966587112,4.230000000000000000,5.990000000000000000
Gasolina,SP,2022-12-06,4.9521596244131455399061,4.310000000000000000,6.990000000000000000
Gasolina,SP,2022-03-16,6.8867160493827160493827,6.190000000000000000,7.690000000000000000
Gasolina,SP,2022-06-14,6.8443828264758497316637,6.290000000000000000,8.390000000000000000
Gasolina,SP,2022-06-23,6.9843984962406015037594,6.180000000000000000,8.780000000000000000
Gasolina,SP,2022-09-05,4.9758434903047091412742,4.390000000000000000,6.990000000000000000
Gasolina,SP,2022-12-20,4.8626792452830188679245,4.290000000000000000,6.990000000000000000
Gasolina,SP,2022-01-14,6.3545000000000000000000,5.780000000000000000,6.890000000000000000
Gasolina,RJ,2022-09-05,5.4119852941176470588235,4.770000000000000000,5.980000000000000000
Gasolina,RJ,2022-12-05,5.1916455696202531645570,4.630000000000000000,5.890000000000000000
Gasolina,SP,2022-04-29,6.9911111111111111111111,6.690000000000000000,7.150000000000000000
Gasolina,SP,2022-07-04,6.1826420454545454545455,5.570000000000000000,7.490000000000000000
Gasolina,RJ,2022-01-04,7.1333707865168539325843,6.590000000000000000,7.790000000000000000
Gasolina,RJ,2022-07-06,6.4370588235294117647059,5.690000000000000000,7.990000000000000000
Gasolina,RJ,2022-07-11,6.1041441441441441441441,5.720000000000000000,6.990000000000000000
Gasolina,RJ,2022-12-13,5.1407894736842105263158,4.690000000000000000,5.790000000000000000
Gasolina,SP,2022-04-04,6.8514388489208633093525,6.090000000000000000,7.640000000000000000
Gasolina,SP,2022-06-21,7.0375324675324675324675,6.190000000000000000,7.990000000000000000
Gasolina,SP,2022-09-08,4.7657547169811320754717,4.440000000000000000,5.390000000000000000
Gasolina,RJ,2022-02-10,7.3500000000000000000000,6.990000000000000000,7.690000000000000000
Gasolina,SP,2022-02-23,6.3040811455847255369928,5.570000000000000000,7.590000000000000000
Gasolina,SP,2022-05-31,6.8501485148514851485149,6.380000000000000000,7.590000000000000000
Gasolina,RJ,2022-05-24,7.8752343750000000000000,7.250000000000000000,8.460000000000000000
Gasolina,RJ,2022-06-24,8.2900000000000000000000,7.990000000000000000,8.390000000000000000
Gasolina,SP,2022-01-03,6.3163247863247863247863,5.890000000000000000,6.890000000000000000
Gasolina,SP,2022-11-03,4.9249462365591397849462,4.260000000000000000,6.990000000000000000
Gasolina,RJ,2022-04-05,7.7757352941176470588235,7.280000000000000000,8.390000000000000000
Gasolina,RJ,2022-10-13,4.9529166666666666666667,4.790000000000000000,5.290000000000000000
Gasolina,SP,2022-04-11,6.8791315136476426799007,6.090000000000000000,7.990000000000000000
Gasolina,SP,2022-11-28,4.9495212765957446808511,4.350000000000000000,6.990000000000000000
Gasolina,RJ,2022-06-20,7.8040361445783132530120,7.090000000000000000,8.640000000000000000
Gasolina,SP,2022-01-19,6.3823799582463465553236,5.480000000000000000,7.590000000000000000
Gasolina,SP,2022-03-30,6.9158450704225352112676,5.990000000000000000,8.490000000000000000
Gasolina,SP,2022-04-26,6.9719452887537993920973,6.370000000000000000,8.590000000000000000
Gasolina,RJ,2022-06-03,8.0850000000000000000000,8.030000000000000000,8.140000000000000000
Gasolina,RJ,2022-12-19,5.1404395604395604395604,4.690000000000000000,5.790000000000000000
Gasolina,SP,2022-01-04,6.3473317865429234338747,5.670000000000000000,7.490000000000000000
Gasolina,SP,2022-07-19,5.7916428571428571428571,5.280000000000000000,6.590000000000000000
Gasolina,SP,2022-08-23,5.1225806451612903225806,4.500000000000000000,6.990000000000000000
Gasolina,SP,2022-01-12,6.3937665782493368700265,5.790000000000000000,7.590000000000000000
Gasolina,SP,2022-05-05,6.9283566433566433566434,6.350000000000000000,8.590000000000000000
Gasolina,SP,2022-03-25,6.8510000000000000000000,6.460000000000000000,7.290000000000000000
Gasolina,SP,2022-05-16,6.9021443298969072164948,6.390000000000000000,7.690000000000000000
Gasolina,SP,2022-07-01,6.6400000000000000000000,6.390000000000000000,6.790000000000000000
Gasolina,SP,2022-07-07,5.9728500000000000000000,5.380000000000000000,7.990000000000000000
Gasolina,RJ,2022-09-06,5.1861764705882352941176,4.790000000000000000,6.190000000000000000
Gasolina,SP,2022-01-17,6.3437500000000000000000,5.830000000000000000,7.040000000000000000
Gasolina,SP,2022-04-18,6.9020781893004115226337,6.390000000000000000,7.650000000000000000
Gasolina,SP,2022-12-02,4.8547619047619047619048,4.380000000000000000,5.990000000000000000
Gasolina,RJ,2022-10-18,4.9045945945945945945946,4.670000000000000000,5.290000000000000000
Gasolina,SP,2022-07-26,5.5960000000000000000000,4.920000000000000000,6.990000000000000000
Gasolina,SP,2022-08-12,5.4054545454545454545455,5.300000000000000000,5.690000000000000000
Gasolina,RJ,2022-02-14,7.2476288659793814432990,6.790000000000000000,7.990000000000000000
Gasolina,RJ,2022-08-11,5.4921276595744680851064,4.990000000000000000,5.940000000000000000
Gasolina,SP,2022-02-07,6.3133125000000000000000,5.690000000000000000,6.990000000000000000
Gasolina,SP,2022-08-19,5.1977777777777777777778,4.810000000000000000,5.490000000000000000
Gasolina,SP,2022-03-03,6.2879333333333333333333,5.780000000000000000,6.940000000000000000
Gasolina,SP,2022-11-10,4.9048387096774193548387,4.380000000000000000,5.390000000000000000
Gasolina,RJ,2022-02-07,7.2465000000000000000000,6.670000000000000000,7.990000000000000000
Gasolina,SP,2022-07-14,5.8327419354838709677419,5.380000000000000000,6.890000000000000000
Gasolina,SP,2022-09-09,4.8645945945945945945946,4.470000000000000000,5.240000000000000000
Gasolina,SP,2022-10-26,4.8035454545454545454545,4.290000000000000000,6.990000000000000000
Gasolina,SP,2022-06-02,6.8707287449392712550607,6.350000000000000000,7.690000000000000000
Gasolina,SP,2022-11-18,4.8924418604651162790698,4.380000000000000000,5.990000000000000000
Gasolina,RJ,2022-10-03,4.8892592592592592592593,4.490000000000000000,5.190000000000000000
Gasolina,SP,2022-04-19,6.9955555555555555555556,6.390000000000000000,8.590000000000000000
Gasolina,SP,2022-07-25,5.6523631284916201117318,5.060000000000000000,6.990000000000000000
Gasolina,RJ,2022-05-19,7.8851612903225806451613,7.550000000000000000,8.280000000000000000
Gasolina,RJ,2022-01-26,7.4878431372549019607843,7.040000000000000000,7.790000000000000000
Gasolina,RJ,2022-08-31,5.2405434782608695652174,4.890000000000000000,5.950000000000000000
Gasolina,RJ,2022-08-12,5.5427272727272727272727,5.290000000000000000,5.790000000000000000
Gasolina,RJ,2022-11-10,5.3250000000000000000000,4.850000000000000000,5.840000000000000000
Gasolina,SP,2022-05-04,6.9334572490706319702602,6.300000000000000000,7.890000000000000000
Gasolina,RJ,2022-06-02,7.7867692307692307692308,7.340000000000000000,8.440000000000000000
Gasolina,SP,2022-07-28,5.6382051282051282051282,4.970000000000000000,7.490000000000000000
Gasolina,SP,2022-12-21,4.8503358208955223880597,4.190000000000000000,6.990000000000000000
Gasolina,RJ,2022-03-22,7.8516504854368932038835,6.990000000000000000,8.390000000000000000
Gasolina,RJ,2022-07-15,6.5900000000000000000000,5.490000000000000000,6.790000000000000000
Gasolina,SP,2022-01-07,6.4475000000000000000000,6.180000000000000000,6.550000000000000000
Gasolina,SP,2022-05-13,7.0472727272727272727273,6.900000000000000000,7.200000000000000000
Gasolina,SP,2022-06-28,6.7320175438596491228070,5.970000000000000000,7.890000000000000000
Gasolina,RJ,2022-04-04,7.7572222222222222222222,7.190000000000000000,8.290000000000000000
Gasolina,RJ,2022-08-25,5.3391935483870967741935,4.890000000000000000,5.790000000000000000
Gasolina,SP,2022-01-18,6.3979194630872483221477,5.840000000000000000,7.390000000000000000
Gasolina,SP,2022-10-17,4.7641447368421052631579,4.190000000000000000,6.990000000000000000
Gasolina,SP,2022-10-28,4.8052631578947368421053,4.380000000000000000,5.490000000000000000
Gasolina,RJ,2022-06-10,8.0928571428571428571429,8.030000000000000000,8.140000000000000000
Gasolina,RJ,2022-04-06,7.8424000000000000000000,6.990000000000000000,8.390000000000000000
Gasolina,RJ,2022-02-24,7.2289285714285714285714,6.890000000000000000,7.680000000000000000
Gasolina,SP,2022-06-13,6.8535126050420168067227,6.170000000000000000,8.590000000000000000
Gasolina,SP,2022-07-13,5.8244354838709677419355,5.260000000000000000,6.990000000000000000
Gasolina,RJ,2022-03-11,7.8180000000000000000000,7.660000000000000000,8.190000000000000000
Gasolina,RJ,2022-04-25,7.8346280991735537190083,7.290000000000000000,8.390000000000000000
Gasolina,RJ,2022-11-22,5.1006000000000000000000,4.790000000000000000,5.490000000000000000
Gasolina,SP,2022-07-29,5.6066666666666666666667,5.460000000000000000,5.690000000000000000
Gasolina,SP,2022-11-23,4.9416599190283400809717,4.390000000000000000,6.990000000000000000
Gasolina,RJ,2022-03-25,8.3471428571428571428571,8.290000000000000000,8.390000000000000000
Gasolina,SP,2022-03-08,6.3549473684210526315789,5.690000000000000000,7.590000000000000000
Gasolina,SP,2022-05-11,6.9403189066059225512528,6.290000000000000000,8.590000000000000000
Gasolina,SP,2022-12-14,4.8375968992248062015504,4.340000000000000000,7.690000000000000000
Gasolina,RJ,2022-03-08,7.2240816326530612244898,6.390000000000000000,7.990000000000000000
Gasolina,SP,2022-04-06,6.9058064516129032258065,6.190000000000000000,8.490000000000000000
Gasolina,RJ,2022-03-17,8.0092500000000000000000,7.390000000000000000,8.390000000000000000
Gasolina,RJ,2022-08-09,5.7021276595744680851064,5.220000000000000000,6.290000000000000000
Gasolina,RJ,2022-01-10,7.1690163934426229508197,6.670000000000000000,7.790000000000000000
Gasolina,RJ,2022-07-07,6.3117142857142857142857,5.890000000000000000,6.690000000000000000
Gasolina,RJ,2022-05-12,7.8390909090909090909091,7.390000000000000000,8.440000000000000000
Gasolina,SP,2022-09-01,5.0548076923076923076923,4.490000000000000000,6.340000000000000000
Gasolina,SP,2022-11-25,4.9966666666666666666667,4.850000000000000000,5.190000000000000000
Gasolina,RJ,2022-02-08,7.2650862068965517241379,6.730000000000000000,7.790000000000000000
Gasolina,RJ,2022-10-10,4.9082352941176470588235,4.570000000000000000,5.500000000000000000
Gasolina,SP,2022-10-10,4.7313973799126637554585,4.150000000000000000,6.990000000000000000
Gasolina,RJ,2022-06-08,7.7238823529411764705882,7.350000000000000000,8.390000000000000000
Gasolina,RJ,2022-12-20,5.0682653061224489795918,4.690000000000000000,5.690000000000000000
Gasolina,SP,2022-01-10,6.2998627002288329519451,5.780000000000000000,7.190000000000000000
Gasolina,SP,2022-06-01,6.9184126984126984126984,6.180000000000000000,8.390000000000000000
Gasolina,SP,2022-08-22,5.1622905982905982905983,4.670000000000000000,6.990000000000000000
Gasolina,SP,2022-12-26,4.8501243781094527363184,4.360000000000000000,6.990000000000000000
Gasolina,RJ,2022-06-09,7.7560526315789473684211,7.390000000000000000,8.390000000000000000
Gasolina,SP,2022-02-04,6.3571794871794871794872,5.790000000000000000,6.790000000000000000
Gasolina,SP,2022-05-02,6.9520040899795501022495,6.190000000000000000,8.590000000000000000
Gasolina,SP,2022-10-18,4.7777272727272727272727,4.350000000000000000,5.490000000000000000
Gasolina,SP,2022-11-16,4.8667588932806324110672,4.220000000000000000,6.190000000000000000
Gasolina,SP,2022-12-05,4.8991843971631205673759,4.360000000000000000,6.990000000000000000
Gasolina,RJ,2022-02-02,7.2690384615384615384615,6.790000000000000000,7.590000000000000000
Gasolina,RJ,2022-02-11,7.4233333333333333333333,7.040000000000000000,7.790000000000000000
Gasolina,SP,2022-07-05,6.0658167330677290836653,5.470000000000000000,6.990000000000000000
Gasolina,SP,2022-08-17,5.2082093023255813953488,4.690000000000000000,6.450000000000000000
Gasolina,RJ,2022-09-02,5.7900000000000000000000,5.790000000000000000,5.790000000000000000
Gasolina,RJ,2022-11-29,5.0832926829268292682927,4.390000000000000000,5.590000000000000000
Gasolina,SP,2022-08-08,5.3834640522875816993464,4.750000000000000000,5.990000000000000000
Gasolina,RJ,2022-04-26,7.8562135922330097087379,7.350000000000000000,8.510000000000000000
Gasolina,SP,2022-05-06,7.1137500000000000000000,6.970000000000000000,7.290000000000000000
Gasolina,SP,2022-05-25,6.9166494845360824742268,6.180000000000000000,8.390000000000000000
Gasolina,SP,2022-05-20,7.0166666666666666666667,6.890000000000000000,7.090000000000000000
Gasolina,SP,2022-12-30,4.8117647058823529411765,4.570000000000000000,5.080000000000000000
Gasolina,RJ,2022-02-28,7.1998550724637681159420,6.790000000000000000,7.790000000000000000
Gasolina,RJ,2022-04-20,7.7977083333333333333333,7.390000000000000000,8.390000000000000000
Gasolina,SP,2022-03-24,6.7756870229007633587786,6.290000000000000000,7.590000000000000000
Gasolina,SP,2022-07-18,5.7715826086956521739130,5.190000000000000000,7.490000000000000000
Gasolina,RJ,2022-02-15,7.1665289256198347107438,6.590000000000000000,7.790000000000000000
Gasolina,RJ,2022-09-26,4.8905357142857142857143,4.490000000000000000,5.190000000000000000
Gasolina,SP,2022-05-10,6.9363406940063091482650,6.390000000000000000,7.690000000000000000
Gasolina,RJ,2022-02-09,7.1606666666666666666667,6.790000000000000000,7.590000000000000000
Gasolina,RJ,2022-11-24,5.0547619047619047619048,4.790000000000000000,5.590000000000000000
Gasolina,RJ,2022-02-01,7.3516279069767441860465,6.730000000000000000,7.990000000000000000
Gasolina,RJ,2022-02-21,7.1518556701030927835052,6.490000000000000000,7.990000000000000000
Gasolina,RJ,2022-05-27,8.0666666666666666666667,8.030000000000000000,8.140000000000000000
Gasolina,RJ,2022-08-24,5.4637894736842105263158,4.990000000000000000,5.990000000000000000
Gasolina,RJ,2022-12-26,5.0295294117647058823529,4.620000000000000000,5.590000000000000000
Gasolina,SP,2022-02-01,6.3389337175792507204611,5.780000000000000000,7.390000000000000000
Gasolina,SP,2022-06-08,6.8672099447513812154696,6.250000000000000000,8.390000000000000000
Gasolina,SP,2022-10-04,4.6335000000000000000000,4.390000000000000000,5.490000000000000000
Gasolina,RJ,2022-01-24,7.1756521739130434782609,6.670000000000000000,8.020000000000000000
Gasolina,SP,2022-10-21,4.9671428571428571428571,4.390000000000000000,5.190000000000000000
Gasolina,SP,2022-12-16,4.6375000000000000000000,4.480000000000000000,4.790000000000000000
Gasolina,RJ,2022-03-09,7.1401851851851851851852,6.570000000000000000,7.790000000000000000
Gasolina,RJ,2022-06-27,7.6791358024691358024691,7.190000000000000000,8.590000000000000000
Gasolina,RJ,2022-08-10,5.6556756756756756756757,5.290000000000000000,6.180000000000000000
Gasolina,RJ,2022-12-06,5.0392771084337349397590,4.780000000000000000,5.590000000000000000
Gasolina,SP,2022-11-29,4.9124444444444444444444,4.360000000000000000,6.590000000000000000
Gasolina,SP,2022-12-09,4.7775609756097560975610,4.380000000000000000,5.280000000000000000
Gasolina,RJ,2022-02-17,7.3453061224489795918367,6.890000000000000000,7.790000000000000000
Gasolina,SP,2022-08-24,5.1163076923076923076923,4.590000000000000000,6.450000000000000000
Gasolina,SP,2022-10-27,4.9489873417721518987342,4.480000000000000000,6.890000000000000000
Gasolina,SP,2022-05-26,6.9076303317535545023697,6.350000000000000000,8.490000000000000000
Gasolina,SP,2022-05-19,6.8723048327137546468401,6.340000000000000000,7.790000000000000000
Gasolina,RJ,2022-01-21,6.9950000000000000000000,6.790000000000000000,7.340000000000000000
Gasolina,RJ,2022-02-16,7.1160000000000000000000,6.690000000000000000,7.540000000000000000
Gasolina,RJ,2022-07-19,6.0755000000000000000000,5.550000000000000000,6.810000000000000000
Gasolina,RJ,2022-11-28,5.0886458333333333333333,4.790000000000000000,5.680000000000000000
Gasolina,RJ,2022-05-18,7.8868831168831168831169,7.250000000000000000,8.400000000000000000
Gasolina,SP,2022-10-19,4.7683229813664596273292,4.220000000000000000,5.590000000000000000
Gasolina,RJ,2022-02-04,7.4113636363636363636364,7.030000000000000000,7.790000000000000000
Gasolina,RJ,2022-07-12,6.1948181818181818181818,5.770000000000000000,6.810000000000000000
Gasolina,RJ,2022-08-26,5.7400000000000000000000,5.690000000000000000,5.790000000000000000
Gasolina,RJ,2022-02-03,7.4696875000000000000000,6.990000000000000000,7.790000000000000000
Gasolina,RJ,2022-03-02,7.2716000000000000000000,6.790000000000000000,7.790000000000000000
Gasolina,RJ,2022-07-28,5.8149565217391304347826,5.190000000000000000,6.290000000000000000
Gasolina,RJ,2022-11-15,5.1882692307692307692308,4.790000000000000000,5.690000000000000000
